date,close
2006-08-30,61.419998
2006-08-31,62.290001
2006-09-01,62.139999
2006-09-05,63.360001
2006-09-06,62.860001
2006-09-07,61.250000
2006-09-08,60.639999
2006-09-11,58.500000
2006-09-12,58.320000
2006-09-13,58.619999
2006-09-14,57.189999
2006-09-15,57.400002
2006-09-18,58.230000
2006-09-19,56.919998
2006-09-20,57.259998
2006-09-21,57.950001
2006-09-22,58.500000
2006-09-25,58.500000
2006-09-26,58.740002
2006-09-27,59.810001
2006-09-28,59.790001
2006-09-29,59.470001
2006-10-02,59.150002
2006-10-03,57.110001
2006-10-04,56.369999
2006-10-05,56.919998
2006-10-06,56.990002
2006-10-09,57.200001
2006-10-10,57.000000
2006-10-11,56.880001
2006-10-12,57.490002
2006-10-13,58.570000
2006-10-16,59.169998
2006-10-17,58.650002
2006-10-18,58.590000
2006-10-19,59.410000
2006-10-20,58.779999
2006-10-23,57.759998
2006-10-24,58.169998
2006-10-25,58.759998
2006-10-26,59.290001
2006-10-27,59.400002
2006-10-30,59.900002
2006-10-31,60.240002
2006-11-01,61.360001
2006-11-02,61.919998
2006-11-03,62.299999
2006-11-06,61.889999
2006-11-07,62.040001
2006-11-08,61.110001
2006-11-09,62.950001
2006-11-10,62.490002
2006-11-13,62.189999
2006-11-14,61.630001
2006-11-15,61.840000
2006-11-16,61.310001
2006-11-17,61.779999
2006-11-20,61.770000
2006-11-21,62.270000
2006-11-22,62.500000
2006-11-24,63.500000
2006-11-27,63.700001
2006-11-28,63.570000
2006-11-29,63.160000
2006-11-30,64.389999
2006-12-01,64.120003
2006-12-04,64.120003
2006-12-05,63.810001
2006-12-06,62.689999
2006-12-07,62.730000
2006-12-08,62.049999
2006-12-11,62.570000
2006-12-12,62.520000
2006-12-13,62.480000
2006-12-14,62.119999
2006-12-15,61.000000
2006-12-18,61.040001
2006-12-19,61.799999
2006-12-20,61.619999
2006-12-21,61.380001
2006-12-22,61.650002
2006-12-26,61.980000
2006-12-27,62.220001
2006-12-28,62.900002
2006-12-29,63.209999
2007-01-03,62.279999
2007-01-04,61.650002
2007-01-05,60.169998
2007-01-08,60.480000
2007-01-09,60.849998
2007-01-10,60.590000
2007-01-11,60.630001
2007-01-12,62.169998
2007-01-16,61.970001
2007-01-17,62.639999
2007-01-18,62.259998
2007-01-19,63.000000
2007-01-22,62.720001
2007-01-23,64.230003
2007-01-24,64.330002
2007-01-25,64.059998
2007-01-26,64.169998
2007-01-29,63.770000
2007-01-30,64.220001
2007-01-31,64.830002
2007-02-01,65.220001
2007-02-02,64.279999
2007-02-05,64.309998
2007-02-06,64.790001
2007-02-07,64.629997
2007-02-08,65.519997
2007-02-09,66.120003
2007-02-12,65.669998
2007-02-13,65.839996
2007-02-14,66.370003
2007-02-15,66.410004
2007-02-16,66.360001
2007-02-20,65.309998
2007-02-21,67.349998
2007-02-22,67.150002
2007-02-23,67.720001
2007-02-26,68.099998
2007-02-27,65.410004
2007-02-28,66.480003
2007-03-01,65.820000
2007-03-02,63.709999
2007-03-05,62.930000
2007-03-06,64.150002
2007-03-07,64.300003
2007-03-08,64.480003
2007-03-09,64.250000
2007-03-12,64.370003
2007-03-13,63.720001
2007-03-14,63.939999
2007-03-15,63.980000
2007-03-16,64.620003
2007-03-19,64.739998
2007-03-20,65.269997
2007-03-21,65.820000
2007-03-22,65.760002
2007-03-23,65.150002
2007-03-26,65.839996
2007-03-27,65.699997
2007-03-28,66.050003
2007-03-29,65.650002
2007-03-30,65.739998
2007-04-02,65.849998
2007-04-03,65.830002
2007-04-04,66.809998
2007-04-05,66.860001
2007-04-09,66.529999
2007-04-10,67.160004
2007-04-11,67.080002
2007-04-12,66.989998
2007-04-13,67.839996
2007-04-16,68.400002
2007-04-17,68.000000
2007-04-18,68.379997
2007-04-19,67.529999
2007-04-20,68.699997
2007-04-23,68.260002
2007-04-24,67.730003
2007-04-25,67.889999
2007-04-26,66.870003
2007-04-27,67.559998
2007-04-30,67.089996
2007-05-01,66.690002
2007-05-02,66.660004
2007-05-03,67.489998
2007-05-04,68.190002
2007-05-07,68.250000
2007-05-08,67.879997
2007-05-09,67.449997
2007-05-10,66.000000
2007-05-11,66.449997
2007-05-14,66.279999
2007-05-15,66.540001
2007-05-16,65.599998
2007-05-17,65.059998
2007-05-18,65.519997
2007-05-21,65.669998
2007-05-22,65.199997
2007-05-23,65.540001
2007-05-24,64.750000
2007-05-25,64.940002
2007-05-29,65.070000
2007-05-30,64.720001
2007-05-31,65.540001
2007-06-01,66.440002
2007-06-04,66.540001
2007-06-05,66.370003
2007-06-06,66.410004
2007-06-07,65.260002
2007-06-08,64.220001
2007-06-11,64.699997
2007-06-12,64.099998
2007-06-13,64.529999
2007-06-14,64.599998
2007-06-15,64.849998
2007-06-18,64.949997
2007-06-19,65.480003
2007-06-20,64.709999
2007-06-21,64.559998
2007-06-22,64.779999
2007-06-25,64.430000
2007-06-26,63.619999
2007-06-27,63.669998
2007-06-28,64.260002
2007-06-29,64.269997
2007-07-02,65.019997
2007-07-03,64.739998
2007-07-05,64.419998
2007-07-06,64.959999
2007-07-09,65.379997
2007-07-10,65.610001
2007-07-11,65.440002
2007-07-12,66.019997
2007-07-13,66.029999
2007-07-16,65.820000
2007-07-17,65.750000
2007-07-18,66.620003
2007-07-19,67.010002
2007-07-20,67.580002
2007-07-23,67.470001
2007-07-24,67.470001
2007-07-25,66.900002
2007-07-26,65.650002
2007-07-27,65.410004
2007-07-30,65.769997
2007-07-31,65.790001
2007-08-01,65.930000
2007-08-02,65.889999
2007-08-03,66.690002
2007-08-06,66.519997
2007-08-07,66.480003
2007-08-08,66.769997
2007-08-09,65.459999
2007-08-10,66.570000
2007-08-13,66.260002
2007-08-14,66.290001
2007-08-15,66.129997
2007-08-16,64.680000
2007-08-17,65.010002
2007-08-20,65.120003
2007-08-21,65.070000
2007-08-22,65.400002
2007-08-23,65.309998
2007-08-24,66.110001
2007-08-27,65.980003
2007-08-28,65.589996
2007-08-29,66.070000
2007-08-30,65.800003
2007-08-31,66.519997
2007-09-04,67.440002
2007-09-05,67.559998
2007-09-06,68.860001
2007-09-07,69.389999
2007-09-10,69.620003
2007-09-11,70.519997
2007-09-12,70.459999
2007-09-13,70.080002
2007-09-14,69.989998
2007-09-17,70.970001
2007-09-18,71.699997
2007-09-19,71.430000
2007-09-20,72.720001
2007-09-21,72.339996
2007-09-24,72.279999
2007-09-25,72.330002
2007-09-26,72.000000
2007-09-27,72.699997
2007-09-28,73.510002
2007-10-01,73.900002
2007-10-02,72.349998
2007-10-03,71.900002
2007-10-04,72.870003
2007-10-05,73.400002
2007-10-08,72.529999
2007-10-09,73.089996
2007-10-10,73.360001
2007-10-11,73.910004
2007-10-12,74.589996
2007-10-15,75.139999
2007-10-16,75.120003
2007-10-17,74.500000
2007-10-18,76.000000
2007-10-19,75.699997
2007-10-22,74.599998
2007-10-23,75.230003
2007-10-24,75.519997
2007-10-25,76.029999
2007-10-26,77.690002
2007-10-29,78.120003
2007-10-30,77.349998
2007-10-31,78.620003
2007-11-01,77.930000
2007-11-02,79.830002
2007-11-05,79.750000
2007-11-06,81.430000
2007-11-07,82.239998
2007-11-08,82.230003
2007-11-09,82.180000
2007-11-12,78.300003
2007-11-13,79.120003
2007-11-14,80.279999
2007-11-15,77.949997
2007-11-16,77.750000
2007-11-19,77.239998
2007-11-20,79.470001
2007-11-21,79.360001
2007-11-23,81.250000
2007-11-26,81.300003
2007-11-27,80.099998
2007-11-28,79.570000
2007-11-29,78.279999
2007-11-30,77.320000
2007-12-03,78.279999
2007-12-04,79.400002
2007-12-05,78.629997
2007-12-06,79.370003
2007-12-07,78.599998
2007-12-10,80.000000
2007-12-11,78.839996
2007-12-12,80.489998
2007-12-13,78.500000
2007-12-14,78.519997
2007-12-17,78.129997
2007-12-18,79.250000
2007-12-19,79.239998
2007-12-20,78.669998
2007-12-21,80.099998
2007-12-24,80.139999
2007-12-26,81.519997
2007-12-27,81.559998
2007-12-28,83.000000
2007-12-31,82.459999
2008-01-02,84.860001
2008-01-03,85.570000
2008-01-04,85.129997
2008-01-07,84.769997
2008-01-08,86.779999
2008-01-09,86.550003
2008-01-10,88.250000
2008-01-11,88.580002
2008-01-14,89.540001
2008-01-15,87.989998
2008-01-16,86.699997
2008-01-17,86.500000
2008-01-18,87.419998
2008-01-22,88.169998
2008-01-23,87.889999
2008-01-24,90.080002
2008-01-25,90.300003
2008-01-28,91.750000
2008-01-29,91.150002
2008-01-30,92.059998
2008-01-31,91.400002
2008-02-01,89.349998
2008-02-04,89.099998
2008-02-05,87.680000
2008-02-06,88.949997
2008-02-07,89.849998
2008-02-08,91.000000
2008-02-11,91.330002
2008-02-12,89.330002
2008-02-13,89.440002
2008-02-14,89.709999
2008-02-15,89.150002
2008-02-19,91.580002
2008-02-20,93.239998
2008-02-21,93.250000
2008-02-22,93.389999
2008-02-25,92.739998
2008-02-26,93.709999
2008-02-27,94.779999
2008-02-28,95.989998
2008-02-29,96.180000
2008-03-03,97.239998
2008-03-04,95.180000
2008-03-05,97.720001
2008-03-06,96.500000
2008-03-07,96.089996
2008-03-10,95.870003
2008-03-11,95.989998
2008-03-12,97.010002
2008-03-13,98.339996
2008-03-14,98.709999
2008-03-17,99.169998
2008-03-18,96.500000
2008-03-19,93.040001
2008-03-20,89.910004
2008-03-24,90.099998
2008-03-25,92.730003
2008-03-26,93.800003
2008-03-27,93.459999
2008-03-28,91.879997
2008-03-31,90.410004
2008-04-01,86.860001
2008-04-02,89.269997
2008-04-03,89.419998
2008-04-04,90.250000
2008-04-07,91.169998
2008-04-08,90.349998
2008-04-09,92.290001
2008-04-10,91.769997
2008-04-11,91.300003
2008-04-14,91.110001
2008-04-15,91.660004
2008-04-16,93.269997
2008-04-17,92.559998
2008-04-18,90.620003
2008-04-21,90.250000
2008-04-22,90.269997
2008-04-23,89.220001
2008-04-24,87.220001
2008-04-25,87.269997
2008-04-28,87.690002
2008-04-29,85.809998
2008-04-30,86.650002
2008-05-01,83.989998
2008-05-02,84.580002
2008-05-05,86.269997
2008-05-06,86.629997
2008-05-07,85.820000
2008-05-08,87.239998
2008-05-09,87.419998
2008-05-12,86.989998
2008-05-13,85.389999
2008-05-14,85.199997
2008-05-15,87.000000
2008-05-16,89.099998
2008-05-19,89.389999
2008-05-20,90.900002
2008-05-21,91.959999
2008-05-22,90.980003
2008-05-23,91.230003
2008-05-27,89.360001
2008-05-28,89.139999
2008-05-29,86.510002
2008-05-30,87.449997
2008-06-02,87.959999
2008-06-03,86.879997
2008-06-04,86.650002
2008-06-05,86.449997
2008-06-06,89.059998
2008-06-09,87.989998
2008-06-10,85.550003
2008-06-11,87.019997
2008-06-12,85.599998
2008-06-13,85.830002
2008-06-16,87.010002
2008-06-17,87.250000
2008-06-18,88.279999
2008-06-19,88.419998
2008-06-20,88.949997
2008-06-23,87.089996
2008-06-24,87.470001
2008-06-25,87.419998
2008-06-26,90.610001
2008-06-27,91.470001
2008-06-30,91.400002
2008-07-01,92.660004
2008-07-02,93.169998
2008-07-03,92.059998
2008-07-07,91.230003
2008-07-08,90.860001
2008-07-09,91.500000
2008-07-10,93.529999
2008-07-11,95.160004
2008-07-14,95.910004
2008-07-15,96.169998
2008-07-16,94.440002
2008-07-17,94.220001
2008-07-18,94.169998
2008-07-21,95.120003
2008-07-22,93.059998
2008-07-23,90.570000
2008-07-24,91.330002
2008-07-25,91.690002
2008-07-28,91.730003
2008-07-29,90.589996
2008-07-30,89.519997
2008-07-31,90.080002
2008-08-01,89.570000
2008-08-04,88.139999
2008-08-05,86.080002
2008-08-06,86.639999
2008-08-07,86.089996
2008-08-08,84.430000
2008-08-11,81.129997
2008-08-12,80.519997
2008-08-13,81.559998
2008-08-14,79.349998
2008-08-15,77.629997
2008-08-18,78.800003
2008-08-19,80.430000
2008-08-20,80.059998
2008-08-21,82.300003
2008-08-22,81.080002
2008-08-25,80.930000
2008-08-26,81.230003
2008-08-27,81.360001
2008-08-28,82.180000
2008-08-29,81.709999
2008-09-02,79.199997
2008-09-03,78.889999
2008-09-04,78.389999
2008-09-05,78.980003
2008-09-08,78.860001
2008-09-09,76.489998
2008-09-10,74.220001
2008-09-11,73.080002
2008-09-12,75.550003
2008-09-15,77.559998
2008-09-16,76.790001
2008-09-17,85.459999
2008-09-18,82.800003
2008-09-19,85.980003
2008-09-22,89.180000
2008-09-23,88.320000
2008-09-24,86.709999
2008-09-25,86.449997
2008-09-26,86.639999
2008-09-29,89.570000
2008-09-30,85.070000
2008-10-01,85.970001
2008-10-02,82.330002
2008-10-03,82.589996
2008-10-06,84.279999
2008-10-07,87.269997
2008-10-08,89.419998
2008-10-09,89.900002
2008-10-10,83.220001
2008-10-13,81.989998
2008-10-14,82.199997
2008-10-15,83.309998
2008-10-16,79.290001
2008-10-17,77.209999
2008-10-20,78.500000
2008-10-21,76.029999
2008-10-22,71.709999
2008-10-23,70.650002
2008-10-24,72.209999
2008-10-27,72.180000
2008-10-28,73.790001
2008-10-29,74.000000
2008-10-30,72.709999
2008-10-31,71.339996
2008-11-03,71.099998
2008-11-04,75.480003
2008-11-05,72.800003
2008-11-06,72.220001
2008-11-07,72.500000
2008-11-10,73.580002
2008-11-11,72.050003
2008-11-12,70.000000
2008-11-13,72.150002
2008-11-14,73.300003
2008-11-17,72.650002
2008-11-18,72.510002
2008-11-19,72.260002
2008-11-20,73.449997
2008-11-21,78.849998
2008-11-24,80.910004
2008-11-25,80.870003
2008-11-26,80.379997
2008-11-28,80.309998
2008-12-01,75.650002
2008-12-02,76.949997
2008-12-03,76.180000
2008-12-04,75.500000
2008-12-05,74.519997
2008-12-08,76.199997
2008-12-09,76.330002
2008-12-10,79.750000
2008-12-11,80.650002
2008-12-12,80.809998
2008-12-15,82.599998
2008-12-16,84.459999
2008-12-17,85.430000
2008-12-18,83.870003
2008-12-19,82.629997
2008-12-22,83.459999
2008-12-23,82.629997
2008-12-24,83.459999
2008-12-26,85.599998
2008-12-29,86.349998
2008-12-30,85.900002
2008-12-31,86.519997
2009-01-02,86.230003
2009-01-05,84.480003
2009-01-06,85.129997
2009-01-07,82.750000
2009-01-08,84.459999
2009-01-09,83.919998
2009-01-12,80.760002
2009-01-13,80.879997
2009-01-14,79.790001
2009-01-15,80.389999
2009-01-16,82.709999
2009-01-20,84.519997
2009-01-21,84.150002
2009-01-22,84.580002
2009-01-23,88.529999
2009-01-26,88.949997
2009-01-27,88.379997
2009-01-28,87.419998
2009-01-29,89.500000
2009-01-30,91.309998
2009-02-02,88.839996
2009-02-03,88.470001
2009-02-04,89.180000
2009-02-05,90.120003
2009-02-06,89.589996
2009-02-09,88.320000
2009-02-10,90.209999
2009-02-11,92.290001
2009-02-12,93.169998
2009-02-13,92.550003
2009-02-17,95.449997
2009-02-18,96.910004
2009-02-19,95.769997
2009-02-20,97.800003
2009-02-23,97.730003
2009-02-24,94.730003
2009-02-25,93.150002
2009-02-26,93.059998
2009-02-27,92.629997
2009-03-02,90.930000
2009-03-03,90.040001
2009-03-04,88.989998
2009-03-05,91.989998
2009-03-06,92.290001
2009-03-09,90.570000
2009-03-10,88.139999
2009-03-11,89.220001
2009-03-12,91.099998
2009-03-13,91.300003
2009-03-16,90.800003
2009-03-17,90.040001
2009-03-18,93.089996
2009-03-19,94.349998
2009-03-20,93.589996
2009-03-23,92.080002
2009-03-24,90.949997
2009-03-25,91.980003
2009-03-26,91.930000
2009-03-27,90.690002
2009-03-30,89.980003
2009-03-31,90.279999
2009-04-01,91.029999
2009-04-02,88.800003
2009-04-03,87.589996
2009-04-06,85.269997
2009-04-07,86.739998
2009-04-08,86.610001
2009-04-09,86.309998
2009-04-13,87.879997
2009-04-14,87.370003
2009-04-15,87.500000
2009-04-16,85.809998
2009-04-17,85.220001
2009-04-20,86.949997
2009-04-21,86.889999
2009-04-22,87.379997
2009-04-23,88.800003
2009-04-24,89.720001
2009-04-27,89.010002
2009-04-28,87.750000
2009-04-29,88.330002
2009-04-30,87.269997
2009-05-01,86.949997
2009-05-04,88.639999
2009-05-05,88.250000
2009-05-06,89.540001
2009-05-07,89.440002
2009-05-08,89.980003
2009-05-11,89.690002
2009-05-12,90.699997
2009-05-13,91.089996
2009-05-14,91.029999
2009-05-15,91.550003
2009-05-18,90.360001
2009-05-19,90.959999
2009-05-20,92.250000
2009-05-21,93.849998
2009-05-22,94.150002
2009-05-26,93.760002
2009-05-27,93.449997
2009-05-28,94.239998
2009-05-29,96.199997
2009-06-01,95.730003
2009-06-02,96.360001
2009-06-03,94.410004
2009-06-04,96.230003
2009-06-05,93.709999
2009-06-08,93.559998
2009-06-09,93.830002
2009-06-10,93.860001
2009-06-11,93.699997
2009-06-12,92.169998
2009-06-15,91.099998
2009-06-16,91.930000
2009-06-17,92.349998
2009-06-18,91.610001
2009-06-19,91.900002
2009-06-22,90.540001
2009-06-23,90.919998
2009-06-24,91.449997
2009-06-25,92.309998
2009-06-26,92.290001
2009-06-29,92.040001
2009-06-30,91.180000
2009-07-01,92.389999
2009-07-02,91.250000
2009-07-06,90.760002
2009-07-07,90.709999
